tournament,player,team,buzz_position,value,answer,category,question_number,round
2025 ACF Nationals,Moses Kitakule,Columbia A,55,-5,Thomas,Painting &amp; Sculpture,18,4
2025 ACF Nationals,John John Groger,WUSTL B,97,10,Thomas,Painting &amp; Sculpture,18,4
2025 ACF Nationals,Jonathan Shauf,North Carolina A,108,10,Thomas,Painting &amp; Sculpture,18,4
2025 ACF Nationals,Caleb Ott,Waterloo B,74,10,Thomas,Painting &amp; Sculpture,18,4
2025 ACF Nationals,William Orr,Yale,124,10,Thomas,Painting &amp; Sculpture,18,4
2025 ACF Nationals,Maude-Sophie Lockman,Ottawa,108,-5,gambling,Social Science,19,4
2025 ACF Nationals,Richard Niu,Cornell A,135,10,gambling,Social Science,19,4
2025 ACF Nationals,Arjun Kala,Illinois B,103,-5,gambling,Social Science,19,4
2025 ACF Nationals,Qingyu Zhang,Florida,135,10,gambling,Social Science,19,4
2025 ACF Nationals,Rohan Dalal,Georgia Tech,114,10,gambling,Social Science,19,4
2025 ACF Nationals,Jakob Myers,Indiana,109,-5,gambling,Social Science,19,4
2025 ACF Nationals,Conor Thompson,Iowa State,135,10,gambling,Social Science,19,4
2025 ACF Nationals,Amogh Kulkarni,Georgia State,86,10,gambling,Social Science,19,4
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,113,10,gambling,Social Science,19,4
2025 ACF Nationals,Neal Joshi,WUSTL A,109,10,gambling,Social Science,19,4
2025 ACF Nationals,Michael Kearney,Harvard,113,-5,gambling,Social Science,19,4
2025 ACF Nationals,Isaac Mammel,Maryland,135,10,gambling,Social Science,19,4
2025 ACF Nationals,Yashwanth Bajji,Michigan,121,10,gambling,Social Science,19,4
2025 ACF Nationals,Chris Sims,Northwestern,86,10,gambling,Social Science,19,4
2025 ACF Nationals,Teigue Kelly,Penn State,85,10,gambling,Social Science,19,4
2025 ACF Nationals,Graham Troy,North Carolina B,120,10,gambling,Social Science,19,4
2025 ACF Nationals,Henry Bon,Winona State,110,10,gambling,Social Science,19,4
2025 ACF Nationals,Marcus Forbes-Green,Toronto C,120,10,gambling,Social Science,19,4
2025 ACF Nationals,Calvin Bostleman,Ohio State,129,10,gambling,Social Science,19,4
2025 ACF Nationals,Joseph Chambers,Virginia,43,10,gambling,Social Science,19,4
2025 ACF Nationals,Charles Young,Columbia A,46,10,gambling,Social Science,19,4
2025 ACF Nationals,Liam Kusalik,Waterloo A,123,10,gambling,Social Science,19,4
2025 ACF Nationals,James Ah Yong,Waterloo B,104,-5,gambling,Social Science,19,4
2025 ACF Nationals,Stefan Stealey-Euchner,Arizona State,135,10,gambling,Social Science,19,4
2025 ACF Nationals,Kevin Peng,Cornell B,56,-5,gambling,Social Science,19,4
2025 ACF Nationals,Alan Xie,Yale,135,10,gambling,Social Science,19,4
2025 ACF Nationals,Colin Veevers,Ottawa,56,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Yash Mandavia,Illinois B,104,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Benjamin Chapman,Toronto A,97,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Alex Akridge,Indiana,98,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Sinecio Morales,Johns Hopkins,68,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,99,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Anurag Sodhi,MIT,79,-5,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Neal Joshi,WUSTL A,126,0,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Joy An,Harvard,118,-5,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Andy Yu,Maryland,126,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Yashwanth Bajji,Michigan,117,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Matt Schiavone,Northwestern,79,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Teigue Kelly,Penn State,98,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Karan Gurazada,Texas,68,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Raymond Chen,Toronto B,97,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Jason Zhang,Toronto C,72,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Shiva Tegulla,UCF,67,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Andrew Wang,Illinois A,70,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Geoffrey Wu,Columbia A,62,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Rasheeq Azad,North Carolina A,88,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Caleb Ott,Waterloo B,53,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Alan Xie,Yale,97,10,Raman spectroscopy,Science - Chemistry,20,4
2025 ACF Nationals,Adam Fine,Chicago A,100,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Eshan Pant,NYU,111,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Olin Bose,Columbia B,135,0,gastropods,Science - Biology,1,5
2025 ACF Nationals,Soren Heydari,North Carolina B,135,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Rasheeq Azad,North Carolina A,66,-5,gastropods,Science - Biology,1,5
2025 ACF Nationals,Richard Niu,Cornell A,135,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Kevin Wang,Georgia Tech,108,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Danila Kabotyanski,Indiana,109,-5,gastropods,Science - Biology,1,5
2025 ACF Nationals,Yared Tadesse,Cornell B,135,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Andy Huff,LSE,125,-5,gastropods,Science - Biology,1,5
2025 ACF Nationals,James McCurley,Harvard,135,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Jonathan Huang,MIT,80,-5,gastropods,Science - Biology,1,5
2025 ACF Nationals,Guy Indorante,Iowa State,135,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Henry Bon,Winona State,116,-5,gastropods,Science - Biology,1,5
2025 ACF Nationals,Rachel Fanous,Michigan,135,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Kushal Aluru,Rutgers,77,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Allan Lee,Stanford,79,-5,gastropods,Science - Biology,1,5
2025 ACF Nationals,Vinu Harihar,UC Berkeley B,135,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Rohan Shelke,UC Berkeley A,83,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Moses Kitakule,Columbia A,89,-5,gastropods,Science - Biology,1,5
2025 ACF Nationals,Joey Sun,Toronto B,135,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,David Bass,Johns Hopkins,111,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Gavin Markoff,Vanderbilt,110,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Orion Keller,Virginia Tech,78,-5,gastropods,Science - Biology,1,5
2025 ACF Nationals,Sharath Narayan,Northwestern,134,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Joseph Chambers,Virginia,76,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,June Yin,WUSTL B,81,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Andy Yu,Maryland,83,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Caleb Ott,Waterloo B,93,-5,gastropods,Science - Biology,1,5
2025 ACF Nationals,Tony Chen,Toronto A,135,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Alan Xie,Yale,73,10,gastropods,Science - Biology,1,5
2025 ACF Nationals,Claire Jones,Chicago A,124,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Liam Starnes,Chicago B,109,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Elijah Scheinson,Columbia B,97,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Nathan Zhang,Cornell A,82,-5,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Jonathan Shauf,North Carolina A,136,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Ian Lu,Georgia Tech,69,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Yared Tadesse,Cornell B,93,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Michael Kearney,Harvard,71,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Conor Thompson,Iowa State,123,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Aryan Desarapu,Michigan,123,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Vikshar Athreya,Rutgers,98,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Andrew Zeng,Stanford,102,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Nathaniel Hull,UC Berkeley A,76,-5,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Athena Shadden,Texas,136,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Cooper Roh,Columbia A,95,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Sinecio Morales,Johns Hopkins,73,-5,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Anthony Lovegren,UCF,136,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Gavin Markoff,Vanderbilt,121,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Noah Chin,Virginia Tech,105,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Joseph Chambers,Virginia,123,-5,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Chris Scheri,RIT,136,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Joel Miles,Minnesota,122,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Mattias Ehatamm,Waterloo A,114,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,Gareth Thorlakson,Toronto A,99,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,William Orr,Yale,101,10,Kamehameha I,History - World History,2,5
2025 ACF Nationals,John Marvin,Chicago A,129,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Eshan Pant,NYU,69,-5,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Alvin Guo,Chicago B,142,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,William Groger,Columbia B,121,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Jonathan Shauf,North Carolina A,110,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Kevin Wang,Georgia Tech,86,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Jakob Myers,Indiana,82,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,137,-5,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Michael Kearney,Harvard,142,0,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Conor Thompson,Iowa State,114,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Henry Bon,Winona State,113,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Mitch McCullar,Penn State,128,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Anuttam Ramji,UC Berkeley B,87,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Bryce Cruise,Texas,129,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Charles Young,Columbia A,118,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Thomas Tibbetts,UCF,125,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Colin Veevers,Ottawa,130,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Noah Chin,Virginia Tech,86,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Cade Reinberger,RIT,134,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Joel Miles,Minnesota,124,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Mattias Ehatamm,Waterloo A,138,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Benjamin Chapman,Toronto A,115,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Jem Burch,Yale,104,10,Mark Twain,Literature - American Literature,3,5
2025 ACF Nationals,Matthew Wang,British Columbia,48,10,skin,Mythology,4,5
2025 ACF Nationals,Jay Kim,Chicago B,92,-5,skin,Mythology,4,5
2025 ACF Nationals,Jacob Hardin-Bernhardt,NYU,132,0,skin,Mythology,4,5
2025 ACF Nationals,Elijah Scheinson,Columbia B,76,10,skin,Mythology,4,5
2025 ACF Nationals,Rosa Xia,Cornell A,57,10,skin,Mythology,4,5
2025 ACF Nationals,Jaik Havlick,Arizona State,109,-5,skin,Mythology,4,5
2025 ACF Nationals,Kevin Wang,Georgia Tech,132,10,skin,Mythology,4,5
2025 ACF Nationals,Kevin Peng,Cornell B,73,10,skin,Mythology,4,5
2025 ACF Nationals,James McCurley,Harvard,67,10,skin,Mythology,4,5
2025 ACF Nationals,Conor Thompson,Iowa State,91,10,skin,Mythology,4,5
2025 ACF Nationals,Henry Bon,Winona State,44,10,skin,Mythology,4,5
2025 ACF Nationals,Kushal Aluru,Rutgers,96,10,skin,Mythology,4,5
2025 ACF Nationals,Vinu Harihar,UC Berkeley B,93,10,skin,Mythology,4,5
2025 ACF Nationals,Athena Shadden,Texas,56,10,skin,Mythology,4,5
2025 ACF Nationals,Cooper Roh,Columbia A,52,10,skin,Mythology,4,5
2025 ACF Nationals,David Bass,Johns Hopkins,112,10,skin,Mythology,4,5
2025 ACF Nationals,Maude-Sophie Lockman,Ottawa,96,-5,skin,Mythology,4,5
2025 ACF Nationals,Gavin Markoff,Vanderbilt,132,0,skin,Mythology,4,5
2025 ACF Nationals,Orion Keller,Virginia Tech,71,10,skin,Mythology,4,5
2025 ACF Nationals,Chris Scheri,RIT,87,10,skin,Mythology,4,5
2025 ACF Nationals,June Yin,WUSTL B,91,10,skin,Mythology,4,5
2025 ACF Nationals,Andy Yu,Maryland,93,10,skin,Mythology,4,5
2025 ACF Nationals,Sky Li,Toronto A,78,10,skin,Mythology,4,5
2025 ACF Nationals,Jem Burch,Yale,69,10,skin,Mythology,4,5
2025 ACF Nationals,Claire Jones,Chicago A,124,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Jacob Hardin-Bernhardt,NYU,85,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Soren Heydari,North Carolina B,108,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Jacky Xu,Cornell A,127,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Jaik Havlick,Arizona State,108,-5,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Ian Lu,Georgia Tech,144,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Jakob Myers,Indiana,85,-5,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Sarod Nori,Cornell B,144,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,James McCurley,Harvard,88,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Conor Thompson,Iowa State,117,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Todd Maslyk,Michigan,135,-5,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Henry Bon,Winona State,144,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Vikshar Athreya,Rutgers,127,-5,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Teigue Kelly,Penn State,144,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Vinu Harihar,UC Berkeley B,101,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Athena Shadden,Texas,85,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Cooper Roh,Columbia A,85,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Anthony Lovegren,UCF,118,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Truman Hill,Vanderbilt,54,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Sharath Narayan,Northwestern,127,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Chris Scheri,RIT,87,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,John John Groger,WUSTL B,118,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Andy Yu,Maryland,124,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Micah Colman,Waterloo B,124,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,Jeremy Cummings,WUSTL A,126,10,Yucatán peninsula,Geography,5,5
2025 ACF Nationals,John Marvin,Chicago A,117,10,Poland,History - European History,6,5
2025 ACF Nationals,Liam Starnes,Chicago B,94,-5,Poland,History - European History,6,5
2025 ACF Nationals,Jacob Hardin-Bernhardt,NYU,133,10,Poland,History - European History,6,5
2025 ACF Nationals,Graham Troy,North Carolina B,92,10,Poland,History - European History,6,5
2025 ACF Nationals,Jonathan Shauf,North Carolina A,67,-5,Poland,History - European History,6,5
2025 ACF Nationals,Nathan Zhang,Cornell A,133,0,Poland,History - European History,6,5
2025 ACF Nationals,Ian Lu,Georgia Tech,78,10,Poland,History - European History,6,5
2025 ACF Nationals,Yared Tadesse,Cornell B,101,-5,Poland,History - European History,6,5
2025 ACF Nationals,Jakob Myers,Indiana,133,10,Poland,History - European History,6,5
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,79,10,Poland,History - European History,6,5
2025 ACF Nationals,Yrwin Batan,MIT,101,-5,Poland,History - European History,6,5
2025 ACF Nationals,Conor Thompson,Iowa State,133,10,Poland,History - European History,6,5
2025 ACF Nationals,Henry Bon,Winona State,64,-5,Poland,History - European History,6,5
2025 ACF Nationals,Todd Maslyk,Michigan,133,10,Poland,History - European History,6,5
2025 ACF Nationals,Aiden Dartley,Rutgers,80,10,Poland,History - European History,6,5
2025 ACF Nationals,Michał Gerasimiuk,Stanford,79,10,Poland,History - European History,6,5
2025 ACF Nationals,Swapnil Garg,UC Berkeley A,101,-5,Poland,History - European History,6,5
2025 ACF Nationals,Bryce Cruise,Texas,133,10,Poland,History - European History,6,5
2025 ACF Nationals,Joey Sun,Toronto B,62,-5,Poland,History - European History,6,5
2025 ACF Nationals,Cooper Roh,Columbia A,133,10,Poland,History - European History,6,5
2025 ACF Nationals,Aditya Shivaswamy,Johns Hopkins,118,10,Poland,History - European History,6,5
2025 ACF Nationals,James Wang,Ottawa,68,-5,Poland,History - European History,6,5
2025 ACF Nationals,Gavin Markoff,Vanderbilt,132,10,Poland,History - European History,6,5
2025 ACF Nationals,Chris Sims,Northwestern,113,10,Poland,History - European History,6,5
2025 ACF Nationals,Joseph Chambers,Virginia,113,10,Poland,History - European History,6,5
2025 ACF Nationals,Joel Miles,Minnesota,84,10,Poland,History - European History,6,5
2025 ACF Nationals,Mattias Ehatamm,Waterloo A,118,10,Poland,History - European History,6,5
2025 ACF Nationals,Micah Colman,Waterloo B,77,10,Poland,History - European History,6,5
2025 ACF Nationals,Charles Hang,WUSTL A,110,10,Poland,History - European History,6,5
2025 ACF Nationals,Matthew Wang,British Columbia,106,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Liam Starnes,Chicago B,128,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Olin Bose,Columbia B,127,-5,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Soren Heydari,North Carolina B,139,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Benjamin McAvoy-Bickford,North Carolina A,127,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Skand Parvatikar,Arizona State,130,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Jakob Myers,Indiana,109,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Nitin Rao,Harvard,127,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Conor Thompson,Iowa State,127,-5,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Anurag Sodhi,MIT,139,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Yashwanth Bajji,Michigan,124,-5,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Henry Bon,Winona State,139,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Vikshar Athreya,Rutgers,110,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Michał Gerasimiuk,Stanford,126,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Jisoo Yoo,Texas,110,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Joey Sun,Toronto B,127,-5,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Moses Kitakule,Columbia A,138,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Sinecio Morales,Johns Hopkins,127,-5,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Alexander Nichols,UCF,139,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,James Wang,Ottawa,130,-5,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Gavin Markoff,Vanderbilt,138,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Nikhil Chellam,Northwestern,126,-5,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Ilyas Choukri,Virginia Tech,138,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Cade Reinberger,RIT,139,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Joel Miles,Minnesota,127,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Mattias Ehatamm,Waterloo A,127,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Micah Colman,Waterloo B,114,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Charles Hang,WUSTL A,127,-5,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Jem Burch,Yale,139,10,Gurū Nānak,Religion,7,5
2025 ACF Nationals,Claire Jones,Chicago A,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Liam Starnes,Chicago B,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Eshan Pant,NYU,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Derek Chen,Columbia B,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Crow He,North Carolina B,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Jim Fan,North Carolina A,93,10,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Jeffrey Xu,Georgia Tech,116,-5,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Bryan Ugaz,Arizona State,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Brian Hoff,Cornell B,93,-5,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Justin Hawkins,Indiana,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Cormac Beirne,LSE,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Joy An,Harvard,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Yrwin Batan,MIT,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Guy Indorante,Iowa State,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Todd Maslyk,Michigan,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Henry Bon,Winona State,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Teigue Kelly,Penn State,78,-5,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Aum Mundhe,Rutgers,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Tim Morrison,Stanford,86,10,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Jisoo Yoo,Texas,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Eve Fleisig,UC Berkeley A,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Joey Sun,Toronto B,105,-5,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Charles Young,Columbia A,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Maude-Sophie Lockman,Ottawa,79,-5,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Gavin Markoff,Vanderbilt,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Joseph Chambers,Virginia,97,10,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,John John Groger,WUSTL B,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Joel Miles,Minnesota,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Mattias Ehatamm,Waterloo A,86,-5,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Isaac Mammel,Maryland,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Sky Li,Toronto A,132,-5,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Caleb Ott,Waterloo B,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Annabelle Yang,WUSTL A,141,0,Correggio,Painting &amp; Sculpture,8,5
2025 ACF Nationals,Tai Belke,British Columbia,145,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Eshan Pant,NYU,144,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Olin Bose,Columbia B,133,-5,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Soren Heydari,North Carolina B,157,0,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Rosa Xia,Cornell A,93,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Kevin Wang,Georgia Tech,95,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Jakob Myers,Indiana,130,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,145,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Yrwin Batan,MIT,144,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Rachel Fanous,Michigan,59,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Mitch McCullar,Penn State,131,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Tim Morrison,Stanford,138,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Jisoo Yoo,Texas,105,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Raymond Chen,Toronto B,131,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Thomas Tibbetts,UCF,144,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Maude-Sophie Lockman,Ottawa,145,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Sharath Narayan,Northwestern,108,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Joseph Chambers,Virginia,133,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Joel Miles,Minnesota,145,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Mattias Ehatamm,Waterloo A,145,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Micah Colman,Waterloo B,102,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Neal Joshi,WUSTL A,58,10,Thomas Hardy,Literature - British Literature,9,5
2025 ACF Nationals,Russell Nip,British Columbia,52,10,X-ray crystallography,Science - Chemistry,10,5
2025 ACF Nationals,Ezra Santos,Chicago B,121,10,X-ray crystallography,Science - Chemistry,10,5
