tournament,player,team,buzz_position,value,answer,category,question_number,round
2025 ACF Nationals,Tony Chen,Toronto A,131,10,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Sinecio Morales,Johns Hopkins,75,-5,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Raymond Chen,Toronto B,131,10,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Russell Nip,British Columbia,87,-5,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Vinu Harihar,UC Berkeley B,131,10,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Shiva Tegulla,UCF,102,10,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Ilyas Choukri,Virginia Tech,100,10,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Derek Chen,Columbia B,100,10,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Liam Kusalik,Waterloo A,91,10,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Caleb Ott,Waterloo B,87,10,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Calvin Bostleman,Ohio State,87,10,aluminum,Science - Chemistry,7,18
2025 ACF Nationals,Bryan Ugaz,Arizona State,130,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Leo Law,Florida,132,0,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Alvin Guo,Chicago B,122,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Jisoo Yoo,Texas,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Isaac Mammel,Maryland,109,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Kevin Peng,Cornell B,132,0,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Amogh Kulkarni,Georgia State,125,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Jeffrey Xu,Georgia Tech,94,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Yrwin Batan,MIT,131,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Crow He,North Carolina B,129,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Arjun Kala,Illinois B,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Guy Indorante,Iowa State,94,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Nathan Zhang,Cornell A,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Andy Huff,LSE,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Gavin Markoff,Vanderbilt,119,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Todd Maslyk,Michigan,132,0,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Joy An,Harvard,90,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Shardul Rao,Minnesota,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Claire Jones,Chicago A,76,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Benjamin McAvoy-Bickford,North Carolina A,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Justin Wytmar,Illinois A,74,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Jem Burch,Yale,98,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Maude-Sophie Lockman,Ottawa,132,0,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Eve Fleisig,UC Berkeley A,89,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Aum Mundhe,Rutgers,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Michał Gerasimiuk,Stanford,94,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Moses Kitakule,Columbia A,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Danila Kabotyanski,Indiana,90,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Sky Li,Toronto A,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Sinecio Morales,Johns Hopkins,110,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Raymond Chen,Toronto B,132,0,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Ryan Sun,UC Berkeley B,124,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,John Chen,British Columbia,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Cade Reinberger,RIT,130,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Thomas Tibbetts,UCF,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Noah Chin,Virginia Tech,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Joseph Chambers,Virginia,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Jared He,Waterloo A,76,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Annabelle Yang,WUSTL A,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Teigue Kelly,Penn State,80,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Caleb Ott,Waterloo B,132,10,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Simon Zimmerman,Ohio State,91,-5,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Henry Bon,Winona State,132,0,"Cinderella, Opus 87",Fine Arts - Other Fine Arts,8,18
2025 ACF Nationals,Qingyu Zhang,Florida,67,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Liam Starnes,Chicago B,116,-5,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Athena Shadden,Texas,127,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Brian Hoff,Cornell B,102,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Ryan Rosenberg,NYU,63,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Ian Lu,Georgia Tech,106,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Graham Troy,North Carolina B,98,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Jacky Xu,Cornell A,85,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,June Yin,WUSTL B,120,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Aryan Desarapu,Michigan,97,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Nitin Rao,Harvard,112,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Jonathan Shauf,North Carolina A,81,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Andrew Wang,Illinois A,76,-5,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Nikhil Chellam,Northwestern,127,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,William Orr,Yale,127,0,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Vikshar Athreya,Rutgers,45,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Andrew Zeng,Stanford,70,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Danila Kabotyanski,Indiana,70,-5,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Gareth Thorlakson,Toronto A,127,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Joey Sun,Toronto B,116,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,John Chen,British Columbia,84,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Chris Scheri,RIT,86,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Noah Chin,Virginia Tech,71,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Elijah Scheinson,Columbia B,71,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Mattias Ehatamm,Waterloo A,70,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Micah Colman,Waterloo B,102,10,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Henry Bon,Winona State,127,0,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Roxanne Tang,Ohio State,127,0,Nāder Shāh,History - World History,9,18
2025 ACF Nationals,Leo Law,Florida,148,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Athena Shadden,Texas,130,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Patrick Torre,Maryland,134,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Amogh Kulkarni,Georgia State,130,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Kevin Wang,Georgia Tech,137,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Shardul Parthasarathy,Illinois B,93,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Richard Niu,Cornell A,120,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,143,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Rachel Fanous,Michigan,132,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Joel Miles,Minnesota,148,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Ned Tagtmeier,Chicago A,100,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Michael Hunding,Illinois A,123,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,William Orr,Yale,104,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Eve Fleisig,UC Berkeley A,135,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Andrew Zeng,Stanford,114,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Jakob Myers,Indiana,93,-5,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Benjamin Chapman,Toronto A,165,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Raymond Chen,Toronto B,91,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Anuttam Ramji,UC Berkeley B,130,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Thomas Tibbetts,UCF,135,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Noah Chin,Virginia Tech,108,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Joseph Chambers,Virginia,148,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Neal Joshi,WUSTL A,148,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Mitch McCullar,Penn State,101,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Simon Zimmerman,Ohio State,130,10,Ngũgĩ wa Thiong’o,Literature - World Literature,10,18
2025 ACF Nationals,Stefan Stealey-Euchner,Arizona State,103,10,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Athena Shadden,Texas,116,10,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Isaac Mammel,Maryland,81,10,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Amogh Kulkarni,Georgia State,125,10,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Anurag Sodhi,MIT,112,10,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Soren Heydari,North Carolina B,103,-5,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Yash Mandavia,Illinois B,142,10,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Conor Thompson,Iowa State,81,10,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,June Yin,WUSTL B,112,10,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Yashwanth Bajji,Michigan,120,-5,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Gavin Markoff,Vanderbilt,142,0,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Shardul Rao,Minnesota,103,10,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,Rasheeq Azad,North Carolina A,47,-5,hyperbolic,Science - Other Science,11,18
2025 ACF Nationals,John Marvin,Chicago A,141,10,hyperbolic,Science - Other Science,11,18
